Energy(eV)   DOS
-0.5214540417 0.1249496605
-0.4963452612 0.1620545536
-0.4712364807 0.2066369273
-0.4461277002 0.2590491675
-0.4210189196 0.3192965015
-0.3959101391 0.3869531488
-0.3708013586 0.4611007659
-0.3456925781 0.5403021410
-0.3205837976 0.6226216905
-0.2954750171 0.7057009503
-0.2703662366 0.7868920557
-0.2452574560 0.8634456293
-0.2201486755 0.9327422826
-0.1950398950 0.9925500381
-0.1699311145 1.0412843894
-0.1448223340 1.0782443095
-0.1197135535 1.1037969029
-0.0946047729 1.1194858077
-0.0694959924 1.1280437235
-0.0443872119 1.1332970555
-0.0192784314 1.1399598726
0.0058303491 1.1533243262
0.0309391296 1.1788645198
0.0560479101 1.2217798367
0.0811566907 1.2865112712
0.1062654712 1.3762698209
0.1313742517 1.4926189384
0.1564830322 1.6351528471
0.1815918127 1.8013086756
0.2067005932 1.9863424603
0.2318093737 2.1834870519
0.2569181543 2.3842942911
0.2820269348 2.5791456512
0.3071357153 2.7578966979
0.3322444958 2.9106035974
0.3573532763 3.0282670900
0.3824620568 3.1035232039
0.4075708374 3.1312120968
0.4326796179 3.1087672273
0.4577883984 3.0363856112
0.4828971789 2.9169639301
0.5080059594 2.7558114431
0.5331147399 2.5601752701
0.5582235204 2.3386331688
0.5833323010 2.1004207395
0.6084410815 1.8547627433
0.6335498620 1.6102720336
0.6586586425 1.3744660600
0.6837674230 1.1534325616
0.7088762035 0.9516560197
0.7339849841 0.7719976684
0.7590937646 0.6158067944
0.7842025451 0.4831311929
0.8093113256 0.3729904697
0.8344201061 0.2836769167
0.8595288866 0.2130537638
0.8846376671 0.1588281524
0.9097464477 0.1187845441
0.9348552282 0.0909720397
0.9599640087 0.0738451857
0.9850727892 0.0663617024
1.0101815697 0.0680420620
1.0352903502 0.0789952576
1.0603991308 0.0999130219
1.0855079113 0.1320319642
1.1106166918 0.1770604616
1.1357254723 0.2370655268
1.1608342528 0.3143149892
1.1859430333 0.4110726735
1.2110518138 0.5293489640
1.2361605944 0.6706159325
1.2612693749 0.8355043095
1.2863781554 1.0235077903
1.3114869359 1.2327269545
1.3365957164 1.4596887863
1.3617044969 1.6992769627
1.3868132775 1.9448017854
1.4119220580 2.1882267396
1.4370308385 2.4205520536
1.4621396190 2.6323361998
1.4872483995 2.8143167185
1.5123571800 2.9580751729
1.5374659605 3.0566804183
1.5625747411 3.1052419355
1.5876835216 3.1013117446
1.6127923021 3.0450888974
1.6379010826 2.9394027582
1.6630098631 2.7894770201
1.6881186436 2.6025018549
1.7132274241 2.3870629768
1.7383362047 2.1524906667
1.7634449852 1.9081971868
1.7885537657 1.6630672371
1.8136625462 1.4249544014
1.8387713267 1.2003192695
1.8638801072 0.9940251243
1.8889888878 0.8092878334
1.9140976683 0.6477604791
1.9392064488 0.5097220592
1.9643152293 0.3943340288
1.9894240098 0.2999282953
2.0145327903 0.2242945222
2.0396415708 0.1649417891
2.0647503514 0.1193182149
2.0898591319 0.0849806479
2.1149679124 0.0597138810
2.1400766929 0.0416043997
2.1651854734 0.0290771817
2.1902942539 0.0209056280
2.2154030345 0.0162046378
2.2405118150 0.0144155508
2.2656205955 0.0152895975
2.2907293760 0.0188739785
2.3158381565 0.0255020275
2.3409469370 0.0357863065
2.3660557175 0.0506111266
2.3911644981 0.0711190371
2.4162732786 0.0986845057
2.4413820591 0.1348675277
2.4664908396 0.1813405211
2.4915996201 0.2397837721
2.5167084006 0.3117480006
2.5418171812 0.3984872123
2.5669259617 0.5007705432
2.5920347422 0.6186876583
2.6171435227 0.7514675354
2.6422523032 0.8973341276
2.6673610837 1.0534234231
2.6924698642 1.2157840150
2.7175786448 1.3794771098
2.7426874253 1.5387821994
2.7677962058 1.6875023437
2.7929049863 1.8193497146
2.8180137668 1.9283797351
2.8431225473 2.0094328595
2.8682313279 2.0585385737
2.8933401084 2.0732376522
2.9184488889 2.0527862691
2.9435576694 1.9982183789
2.9686664499 1.9122590840
2.9937752304 1.7990990932
3.0188840109 1.6640562594
3.0439927915 1.5131622358
3.0691015720 1.3527188794
3.0942103525 1.1888694772
3.1193191330 1.0272245057
3.1444279135 0.8725717216
3.1695366940 0.7286877446
3.1946454745 0.5982550387
3.2197542551 0.4828762364
3.2448630356 0.3831685626
3.2699718161 0.2989155270
3.2950805966 0.2292512162
3.3201893771 0.1728539826
3.3452981576 0.1281302580
3.3704069382 0.0933745624
3.3955157187 0.0668975214
3.4206244992 0.0471189976
3.4457332797 0.0326277125
3.4708420602 0.0222116990
3.4959508407 0.0148655678
3.5210596212 0.0097810570
3.5461684018 0.0063269536
3.5712771823 0.0040235377
3.5963859628 0.0025155101
3.6214947433 0.0015461394
3.6466035238 0.0009342772
3.6717123043 0.0005550185
3.6968210849 0.0003241483
3.7219298654 0.0001861164
3.7470386459 0.0001050582
3.7721474264 0.0000583015
3.7972562069 0.0000318079
3.8223649874 0.0000170607
3.8474737679 0.0000089964
3.8725825485 0.0000046643
3.8976913290 0.0000023785
3.9228001095 0.0000011947
3.9479088900 0.0000005953
3.9730176705 0.0000003037
3.9981264510 0.0000001789
4.0232352316 0.0000001588
4.0483440121 0.0000002341
4.0734527926 0.0000004460
4.0985615731 0.0000009044
4.1236703536 0.0000018364
4.1487791341 0.0000036808
4.1738879146 0.0000072595
4.1989966952 0.0000140791
4.2241054757 0.0000268461
4.2492142562 0.0000503285
4.2743230367 0.0000927618
4.2994318172 0.0001680921
4.3245405977 0.0002994669
4.3496493782 0.0005245339
4.3747581588 0.0009032788
4.3998669393 0.0015293039
4.4249757198 0.0025455977
4.4500845003 0.0041659107
4.4751932808 0.0067027747
4.5003020613 0.0106028836
4.5254108419 0.0164899115
4.5505196224 0.0252137742
4.5756284029 0.0379038084
4.6007371834 0.0560213455
4.6258459639 0.0814048296
4.6509547444 0.1162982039
4.6760635249 0.1633511863
4.7011723055 0.2255787986
4.7262810860 0.3062677153
4.7513898665 0.4088192750
4.7764986470 0.5365237696
4.8016074275 0.6922680410
4.8267162080 0.8781881314
4.8518249886 1.0952898511
4.8769337691 1.3430712020
4.9020425496 1.6191897209
4.9271513301 1.9192229169
4.9522601106 2.2365691953
4.9773688911 2.5625287498
5.0024776716 2.8865886327
5.0275864522 3.1969146630
5.0526952327 3.4810273767
5.0778040132 3.7266133460
5.1029127937 3.9224009322
5.1280215742 4.0590148017
5.1531303547 4.1297193592
5.1782391353 4.1309690964
5.2033479158 4.0627032574
5.2284566963 3.9283507274
5.2535654768 3.7345445963
5.2786742573 3.4905794773
5.3037830378 3.2076733853
5.3288918183 2.8981157052
5.3540005989 2.5743910049
5.3791093794 2.2483646326
5.4042181599 1.9306016076
5.4293269404 1.6298682441
5.4544357209 1.3528401400
5.4795445014 1.1040146601
5.5046532820 0.8858043410
5.5297620625 0.6987721650
5.5548708430 0.5419615050
5.5799796235 0.4132725438
5.6050884040 0.3098419043
5.6301971845 0.2283912455
5.6553059650 0.1655215953
5.6804147456 0.1179413222
5.7055235261 0.0826254132
5.7306323066 0.0569112106
5.7557410871 0.0385406235
5.7808498676 0.0256611792
5.8059586481 0.0167985481
5.8310674286 0.0108119672
5.8561762092 0.0068419051
5.8812849897 0.0042569003
5.9063937702 0.0026041737
5.9315025507 0.0015666096
5.9566113312 0.0009271547
5.9817201117 0.0005406074
6.0068288923 0.0003121182
6.0319376728 0.0001814054
6.0570464533 0.0001116233
6.0821552338 0.0000819051
6.1072640143 0.0000827858
6.1323727948 0.0001139326
6.1574815753 0.0001838451
6.1825903559 0.0003114149
6.2076991364 0.0005294448
6.2328079169 0.0008904057
6.2579166974 0.0014748429
6.2830254779 0.0024029096
6.3081342584 0.0038494653
6.3332430390 0.0060629976
6.3583518195 0.0093882494
6.3834606000 0.0142918368
6.4085693805 0.0213892980
6.4336781610 0.0314709404
6.4587869415 0.0455226483
6.4838957220 0.0647366019
6.5090045026 0.0905058914
6.5341132831 0.1243965600
6.5592220636 0.1680909996
6.5843308441 0.2232981463
6.6094396246 0.2916287553
6.6345484051 0.3744381916
6.6596571857 0.4726443846
6.6847659662 0.5865343273
6.7098747467 0.7155779264
6.7349835272 0.8582721199
6.7600923077 1.0120399222
6.7852010882 1.1732075648
6.8103098687 1.3370776745
6.8354186493 1.4981075634
6.8605274298 1.6501899580
6.8856362103 1.7870202832
6.9107449908 1.9025218376
6.9358537713 1.9912899394
6.9609625518 2.0490102625
6.9860713324 2.0728064607
7.0111801129 2.0614782057
7.0362888934 2.0156023901
7.0613976739 1.9374858930
7.0865064544 1.8309757310
7.1116152349 1.7011490157
7.1367240154 1.5539184828
7.1618327960 1.3955976067
7.1869415765 1.2324714918
7.2120503570 1.0704159189
7.2371591375 0.9145981045
7.2622679180 0.7692805911
7.2873766985 0.6377362112
7.3124854790 0.5222692006
7.3375942596 0.4243268115
7.3627030401 0.3446781526
7.3878118206 0.2836327706
7.4129206011 0.2412704539
7.4380293816 0.2176552725
7.4631381621 0.2130102342
7.4882469427 0.2278334707
7.5133557232 0.2629421216
7.5384645037 0.3194358901
7.5635732842 0.3985786159
7.5886820647 0.5016032635
7.6137908452 0.6294534313
7.6388996257 0.7824825604
7.6640084063 0.9601397809
7.6891171868 1.1606777126
7.7142259673 1.3809212116
7.7393347478 1.6161357060
7.7644435283 1.8600283602
7.7895523088 2.1049044951
7.8146610894 2.3419859773
7.8397698699 2.5618792147
7.8648786504 2.7551603567
7.8899874309 2.9130272786
7.9150962114 3.0279549601
7.9402049919 3.0942854789
7.9653137724 3.1086874789
7.9904225530 3.0704326888
8.0155313335 2.9814573601
8.0406401140 2.8462015335
8.0657488945 2.6712451628
8.0908576750 2.4647834440
8.1159664555 2.2360008526
8.1410752361 1.9944121110
8.1661840166 1.7492377770
8.1912927971 1.5088730569
8.2164015776 1.2804927952
8.2415103581 1.0698161642
8.2666191386 0.8810344382
8.2917279191 0.7168871299
8.3168366997 0.5788577101
8.3419454802 0.4674512235
8.3670542607 0.3825124639
8.3921630412 0.3235443856
8.4172718217 0.2899910016
8.4423806022 0.2814559707
8.4674893828 0.2978363341
8.4925981633 0.3393597056
8.5177069438 0.4065222466
8.5428157243 0.4999338221
8.5679245048 0.6200857583
8.5930332853 0.7670653754
8.6181420658 0.9402494152
8.6432508464 1.1380147360
8.6683596269 1.3575079974
8.6934684074 1.5945152459
8.7185771879 1.8434662849
8.7436859684 2.0975970139
8.7687947489 2.3492759640
8.7939035294 2.5904805109
8.8190123100 2.8133861621
8.8441210905 3.0110120919
8.8692298710 3.1778511662
8.8943386515 3.3104061254
8.9194474320 3.4075574786
8.9445562125 3.4707035866
8.9696649931 3.5036382241
8.9947737736 3.5121627389
9.0198825541 3.5034645160
9.0449913346 3.4853258555
9.0701001151 3.4652526670
9.0952088956 3.4496265162
9.1203176761 3.4429840342
9.1454264567 3.4475139921
9.1705352372 3.4628360363
9.1956440177 3.4860896632
9.2207527982 3.5123223501
9.2458615787 3.5351273914
9.2709703592 3.5474502695
9.2960791398 3.5424617338
9.3211879203 3.5143889220
9.3462967008 3.4592036093
9.3714054813 3.3750876272
9.3965142618 3.2626264249
9.4216230423 3.1247180559
9.4467318228 2.9662213378
9.4718406034 2.7933985441
9.4969493839 2.6132306258
9.5220581644 2.4326940742
9.5471669449 2.2580873155
9.5722757254 2.0944820229
9.5973845059 1.9453534745
9.6224932865 1.8124176404
9.6476020670 1.6956750263
9.6727108475 1.5936362086
9.6978196280 1.5036845108
9.7229284085 1.4225193923
9.7480371890 1.3466205774
9.7731459695 1.2726773142
9.7982547501 1.1979379520
9.8233635306 1.1204501261
9.8484723111 1.0391787723
9.8735810916 0.9540055456
9.8986898721 0.8656269426
9.9237986526 0.7753781048
9.9489074332 0.6850142097
9.9740162137 0.5964815898
9.9991249942 0.5117069441
10.0242337747 0.4324263557
10.0493425552 0.3600676493
10.0744513357 0.2956912476
10.0995601162 0.2399872121
10.1246688968 0.1933203280
10.1497776773 0.1558112616
10.1748864578 0.1274399257
10.1999952383 0.1081569259
10.2251040188 0.0979898403
10.2502127993 0.0971326252
10.2753215798 0.1060082708
10.3004303604 0.1252967458
10.3255391409 0.1559222991
10.3506479214 0.1989964996
10.3757567019 0.2557162470
10.4008654824 0.3272196087
10.4259742629 0.4144067638
10.4510830435 0.5177383880
10.4761918240 0.6370289474
10.5013006045 0.7712568161
10.5264093850 0.9184159039
10.5515181655 1.0754336200
10.5766269460 1.2381767582
10.6017357265 1.4015599932
10.6268445071 1.5597614389
10.6519532876 1.7065371611
10.6770620681 1.8356132573
10.7021708486 1.9411221185
10.7272796291 2.0180408057
10.7523884096 2.0625858054
10.7774971902 2.0725207639
10.8026059707 2.0473421791
10.8277147512 1.9883214657
10.8528235317 1.8983984252
10.8779323122 1.7819385008
10.9030410927 1.6443816942
10.9281498732 1.4918224127
10.9532586538 1.3305652964
10.9783674343 1.1667016871
11.0034762148 1.0057453392
11.0285849953 0.8523555633
11.0536937758 0.7101631615
11.0788025563 0.5817013195
11.1039113369 0.4684319688
11.1290201174 0.3708493938
11.1541288979 0.2886377906
11.1792376784 0.2208581275
11.2043464589 0.1661415169
11.2294552394 0.1228704904
11.2545640199 0.0893350271
11.2796728005 0.0638559086
11.3047815810 0.0448731564
11.3298903615 0.0310014155
11.3549991420 0.0210569284
11.3801079225 0.0140622235
11.4052167030 0.0092349994
11.4303254836 0.0059672211
11.4554342641 0.0037994752
11.4805430446 0.0023944415
11.5056518251 0.0015121595
11.5307606056 0.0009887372
11.5558693861 0.0007193557
11.5809781666 0.0006458639
11.6060869472 0.0007489236
11.6311957277 0.0010444880
11.6563045082 0.0015843184
11.6814132887 0.0024602026
11.7065220692 0.0038114534
11.7316308497 0.0058351101
11.7567396302 0.0087979839
11.7818484108 0.0130492860
11.8069571913 0.0190320588
11.8320659718 0.0272910666
11.8571747523 0.0384742793
11.8822835328 0.0533247350
11.9073923133 0.0726595562
11.9325010939 0.0973333737
11.9576098744 0.1281845053
11.9827186549 0.1659640069
12.0078274354 0.2112500825
12.0329362159 0.2643531292
12.0580449964 0.3252195362
12.0831537769 0.3933448076
12.1082625575 0.4677080916
12.1333713380 0.5467402986
12.1584801185 0.6283363102
12.1835888990 0.7099182259
12.2086976795 0.7885513693
12.2338064600 0.8611084470
12.2589152406 0.9244706568
12.2840240211 0.9757487153
12.3091328016 1.0125027202
12.3342415821 1.0329383210
12.3593503626 1.0360582791
12.3844591431 1.0217531190
12.4095679236 0.9908216480
12.4346767042 0.9449206451
12.4597854847 0.8864517153
12.4848942652 0.8184008356
12.5100030457 0.7441513322
12.5351118262 0.6672931326
12.5602206067 0.5914498699
12.5853293873 0.5201409979
12.6104381678 0.4566892418
12.6355469483 0.4041754831
12.6606557288 0.3654347788
12.6857645093 0.3430798410
12.7108732898 0.3395330074
12.7359820703 0.3570453100
12.7610908509 0.3976821595
12.7861996314 0.4632595011
12.8113084119 0.5552217687
12.8364171924 0.6744628646
12.8615259729 0.8211026350
12.8866347534 0.9942424803
12.9117435340 1.1917331853
12.9368523145 1.4099940962
12.9619610950 1.6439239248
12.9870698755 1.8869387485
13.0121786560 2.1311619752
13.0372874365 2.3677748883
13.0623962170 2.5875166051
13.0875049976 2.7813014368
13.1126137781 2.9409027625
13.1377225586 3.0596386777
13.1628313391 3.1329882935
13.1879401196 3.1590700673
13.2130489001 3.1389249655
13.2381576806 3.0765661921
13.2632664612 2.9787810959
13.2883752417 2.8546963829
13.3134840222 2.7151415229
13.3385928027 2.5718643509
13.3637015832 2.4366654086
13.3888103637 2.3205227887
13.4139191443 2.2327775275
13.4390279248 2.1804421224
13.4641367053 2.1676831324
13.4892454858 2.1955146212
13.5143542663 2.2617236449
13.5394630468 2.3610328666
13.5645718273 2.4854891549
13.5896806079 2.6250510418
13.6147893884 2.7683327454
13.6398981689 2.9034490509
13.6650069494 3.0188950690
13.6901157299 3.1043893736
13.7152245104 3.1516097622
13.7403332910 3.1547588165
13.7654420715 3.1109115479
13.7905508520 3.0201185037
13.8156596325 2.8852624653
13.8407684130 2.7116921527
13.8658771935 2.5066787475
13.8909859740 2.2787574767
13.9160947546 2.0370248130
13.9412035351 1.7904611843
13.9663123156 1.5473400388
13.9914210961 1.3147685355
14.0165298766 1.0983857499
14.0416386571 0.9022241493
14.0667474377 0.7287220415
14.0918562182 0.5788608672
14.1169649987 0.4523928017
14.1420737792 0.3481213396
14.1671825597 0.2641996597
14.1922913402 0.1984173096
14.2174001207 0.1484535318
14.2425089013 0.1120838194
14.2676176818 0.0873337932
14.2927264623 0.0725804030
14.3178352428 0.0666044270
14.3429440233 0.0686003592
14.3680528038 0.0781504438
14.3931615843 0.0951694198
14.4182703649 0.1198261024
14.4433791454 0.1524477756
14.4684879259 0.1934138393
14.4935967064 0.2430463135
14.5187054869 0.3015064630
14.5438142674 0.3687085233
14.5689230480 0.4442626644
14.5940318285 0.5274592565
14.6191406090 0.6173045950
14.6442493895 0.7126141390
14.6693581700 0.8121629954
14.6944669505 0.9148852778
14.7195757310 1.0201049505
14.7446845116 1.1277721100
14.7697932921 1.2386718470
14.7949020726 1.3545693514
14.8200108531 1.4782560182
14.8451196336 1.6134676755
14.8702284141 1.7646576871
14.8953371947 1.9366237568
14.9204459752 2.1340061352
14.9455547557 2.3606943379
14.9706635362 2.6191967642
14.9957723167 2.9100401025
15.0208810972 3.2312708314
15.0459898777 3.5781279696
15.0710986583 3.9429440190
15.0962074388 4.3153105637
15.1213162193 4.6825181960
15.1464249998 5.0302503706
15.1715337803 5.3434810970
15.1966425608 5.6075009471
15.2217513414 5.8089781575
15.2468601219 5.9369542364
15.2719689024 5.9836777260
15.2970776829 5.9451953218
15.3221864634 5.8216445986
15.3472952439 5.6172239725
15.3724040244 5.3398492494
15.3975128050 5.0005378873
15.4226215855 4.6125880332
15.4477303660 4.1906364956
15.4728391465 3.7496864349
15.4979479270 3.3041915466
15.5230567075 2.8672701915
15.5481654881 2.4501027235
15.5732742686 2.0615413506
15.5983830491 1.7079375515
15.6234918296 1.3931703659
15.6486006101 1.1188420637
15.6737093906 0.8845970825
15.6988181711 0.6885160211
15.7239269517 0.5275382648
15.7490357322 0.3978732302
15.7741445127 0.2953695959
15.7992532932 0.2158225145
15.8243620737 0.1552091626
15.8494708542 0.1098519168
15.8745796347 0.0765152452
15.8996884153 0.0524468195
15.9247971958 0.0353754901
15.9499059763 0.0234790066
15.9750147568 0.0153332179
16.0001235373 0.0098524957
16.0252323178 0.0062287688
16.0503410984 0.0038742308
16.0754498789 0.0023707245
