Energy(eV)   DOS
0.5131056831 1.3592404771
0.5381579820 1.2586613986
0.5632102808 1.1460984731
0.5882625796 1.0261634662
0.6133148784 0.9033998153
0.6383671772 0.7819952570
0.6634194760 0.6655562993
0.6884717749 0.5569581865
0.7135240737 0.4582741680
0.7385763725 0.3707789352
0.7636286713 0.2950141326
0.7886809701 0.2308995306
0.8137332689 0.1778718969
0.8387855678 0.1350345348
0.8638378666 0.1013032267
0.8888901654 0.0755381567
0.9139424642 0.0566554925
0.9389947630 0.0437160069
0.9640470619 0.0359909387
0.9890993607 0.0330069920
1.0141516595 0.0345729142
1.0392039583 0.0407896669
1.0642562571 0.0520450882
1.0893085559 0.0689925650
1.1143608548 0.0925119851
1.1394131536 0.1236505638
1.1644654524 0.1635413492
1.1895177512 0.2132985394
1.2145700500 0.2738912236
1.2396223488 0.3460006177
1.2646746477 0.4298698927
1.2897269465 0.5251596799
1.3147792453 0.6308255026
1.3398315441 0.7450349414
1.3648838429 0.8651415917
1.3899361418 0.9877294045
1.4149884406 1.1087348263
1.4400407394 1.2236457487
1.4650930382 1.3277666498
1.4901453370 1.4165297977
1.5151976358 1.4858245303
1.5402499347 1.5323118432
1.5653022335 1.5536908397
1.5903545323 1.5488874452
1.6154068311 1.5181438295
1.6404591299 1.4629981661
1.6655114287 1.3861570820
1.6905637276 1.2912755206
1.7156160264 1.1826689412
1.7406683252 1.0649893646
1.7657206240 0.9428989646
1.7907729228 0.8207726281
1.8158252217 0.7024548416
1.8408775205 0.5910875991
1.8659298193 0.4890162685
1.8909821181 0.3977709871
1.9160344169 0.3181134291
1.9410867157 0.2501335123
1.9661390146 0.1933781090
1.9911913134 0.1469939423
2.0162436122 0.1098690741
2.0412959110 0.0807610030
2.0663482098 0.0584036102
2.0914005086 0.0415893465
2.1164528075 0.0292266057
2.1415051063 0.0203748968
2.1665574051 0.0142620823
2.1916097039 0.0102886654
2.2166620027 0.0080240300
2.2417143016 0.0071988808
2.2667666004 0.0076970881
2.2918188992 0.0095488982
2.3168711980 0.0129261616
2.3419234968 0.0181389532
2.3669757956 0.0256318100
2.3920280945 0.0359768662
2.4170803933 0.0498605296
2.4421326921 0.0680601263
2.4671849909 0.0914072654
2.4922372897 0.1207356354
2.5172895886 0.1568125898
2.5423418874 0.2002561545
2.5673941862 0.2514418190
2.5924464850 0.3104063482
2.6174987838 0.3767584275
2.6425510826 0.4496077325
2.6676033815 0.5275244844
2.6926556803 0.6085403463
2.7177079791 0.6901984471
2.7427602779 0.7696555375
2.7678125767 0.8438332398
2.7928648755 0.9096088246
2.8179171744 0.9640299025
2.8429694732 1.0045328617
2.8680217720 1.0291426932
2.8930740708 1.0366325566
2.9181263696 1.0266251429
2.9431786685 0.9996241763
2.9682309673 0.9569723920
2.9932832661 0.9007408711
3.0183355649 0.8335624310
3.0433878637 0.7584277214
3.0684401625 0.6784659667
3.0934924614 0.5967325652
3.1185447602 0.5160231831
3.1435970590 0.4387291499
3.1686493578 0.3667427782
3.1937016566 0.3014147169
3.2187539554 0.2435595365
3.2438062543 0.1935011842
3.2688585531 0.1511471346
3.2939108519 0.1160790947
3.3189631507 0.0876487868
3.3440154495 0.0650692211
3.3690677484 0.0474944771
3.3941200472 0.0340838320
3.4191723460 0.0240486955
3.4442246448 0.0166829341
3.4692769436 0.0113786607
3.4943292424 0.0076304063
3.5193815413 0.0050308571
3.5444338401 0.0032611750
3.5694861389 0.0020784713
3.5945384377 0.0013024221
3.6195907365 0.0008024118
3.6446430353 0.0004860496
3.6696953342 0.0002894688
3.6947476330 0.0001694965
3.7197999318 0.0000975792
3.7448522306 0.0000552322
3.7699045294 0.0000307372
3.7949568283 0.0000168180
3.8200091271 0.0000090474
3.8450614259 0.0000047854
3.8701137247 0.0000024888
3.8951660235 0.0000012731
3.9202183223 0.0000006413
3.9452706212 0.0000003201
3.9703229200 0.0000001626
3.9953752188 0.0000000934
4.0204275176 0.0000000783
4.0454798164 0.0000001100
4.0705321152 0.0000002060
4.0955844141 0.0000004159
4.1206367129 0.0000008440
4.1456890117 0.0000016920
4.1707413105 0.0000033388
4.1957936093 0.0000064794
4.2208459082 0.0000123637
4.2458982070 0.0000231965
4.2709505058 0.0000427911
4.2960028046 0.0000776142
4.3210551034 0.0001384154
4.3461074022 0.0002427080
4.3711597011 0.0004184470
4.3962119999 0.0007093389
4.4212642987 0.0011822905
4.4463165975 0.0019375456
4.4713688963 0.0031220313
4.4964211951 0.0049462996
4.5214734940 0.0077051598
4.5465257928 0.0118016085
4.5715780916 0.0177729419
4.5966303904 0.0263169923
4.6216826892 0.0383153012
4.6467349881 0.0548488521
4.6717872869 0.0772009063
4.6968395857 0.1068407828
4.7218918845 0.1453823823
4.7469441833 0.1945121836
4.7719964821 0.2558835676
4.7970487810 0.3309777479
4.8221010798 0.4209361838
4.8471533786 0.5263747383
4.8722056774 0.6471953469
4.8972579762 0.7824156976
4.9223102750 0.9300403650
4.9473625739 1.0869970544
4.9724148727 1.2491584076
4.9974671715 1.4114629886
5.0225194703 1.5681390019
5.0475717691 1.7130220474
5.0726240680 1.8399453916
5.0976763668 1.9431697892
5.1227286656 2.0178117681
5.1477809644 2.0602260993
5.1728332632 2.0683007983
5.1978855620 2.0416314272
5.2229378609 1.9815546673
5.2479901597 1.8910372849
5.2730424585 1.7744333280
5.2980947573 1.6371372208
5.3231470561 1.4851712077
5.3481993549 1.3247509533
5.3732516538 1.1618725132
5.3983039526 1.0019578835
5.4233562514 0.8495861830
5.4484085502 0.7083250985
5.4734608490 0.5806644859
5.4985131479 0.4680428010
5.5235654467 0.3709486278
5.5486177455 0.2890747002
5.5736700443 0.2215005114
5.5987223431 0.1668813995
5.6237746419 0.1236260225
5.6488269408 0.0900494021
5.6738792396 0.0644942433
5.6989315384 0.0454182561
5.7239838372 0.0314491959
5.7490361360 0.0214120588
5.7740884348 0.0143343274
5.7991407337 0.0094355341
5.8241930325 0.0061069787
5.8492453313 0.0038864956
5.8742976301 0.0024320094
5.8993499289 0.0014964385
5.9244022278 0.0009054768
5.9494545266 0.0005389535
5.9745068254 0.0003158838
5.9995591242 0.0001829469
6.0246114230 0.0001059304
6.0496637218 0.0000636184
6.0747160207 0.0000436236
6.0997683195 0.0000397431
6.1248206183 0.0000505231
6.1498729171 0.0000788323
6.1749252159 0.0001323571
6.1999775147 0.0002250386
6.2250298136 0.0003795628
6.2500821124 0.0006310911
6.2751344112 0.0010324598
6.3001867100 0.0016610775
6.3252390088 0.0026276833
6.3502913077 0.0040869779
6.3753436065 0.0062498815
6.4003959053 0.0093967960
6.4254482041 0.0138907540
6.4505005029 0.0201887628
6.4755528017 0.0288490431
6.5006051006 0.0405313367
6.5256573994 0.0559871351
6.5507096982 0.0760367187
6.5757619970 0.1015304454
6.6008142958 0.1332929006
6.6258665946 0.1720503455
6.6509188935 0.2183443118
6.6759711923 0.2724369555
6.7010234911 0.3342165544
6.7260757899 0.4031138316
6.7511280887 0.4780411097
6.7761803876 0.5573661588
6.8012326864 0.6389306956
6.8262849852 0.7201197446
6.8513372840 0.7979827432
6.8763895828 0.8694009427
6.9014418816 0.9312891907
6.9264941805 0.9808145685
6.9515464793 1.0156106006
6.9765987781 1.0339646007
7.0016510769 1.0349575673
7.0267033757 1.0185407929
7.0517556745 0.9855404117
7.0768079734 0.9375894814
7.1018602722 0.8769956579
7.1269125710 0.8065598075
7.1519648698 0.7293659990
7.1770171686 0.6485655624
7.2020694675 0.5671771341
7.2271217663 0.4879211572
7.2521740651 0.4131018674
7.2772263639 0.3445433159
7.3022786627 0.2835794418
7.3273309615 0.2310924389
7.3523832604 0.1875892732
7.3774355592 0.1533034603
7.4024878580 0.1283080993
7.4275401568 0.1126264384
7.4525924556 0.1063275782
7.4776447545 0.1095969385
7.5026970533 0.1227735695
7.5277493521 0.1463491283
7.5528016509 0.1809263476
7.5778539497 0.2271381463
7.6029062485 0.2855321828
7.6279585474 0.3564295753
7.6530108462 0.4397704420
7.6780631450 0.5349624134
7.7031154438 0.6407507324
7.7281677426 0.7551293231
7.7532200414 0.8753106819
7.7782723403 0.9977683018
7.8033246391 1.1183586198
7.8283769379 1.2325207208
7.8534292367 1.3355422285
7.8784815355 1.4228703306
7.9035338344 1.4904392213
7.9285861332 1.5349807845
7.9536384320 1.5542850653
7.9786907308 1.5473813256
8.0037430296 1.5146188787
8.0287953284 1.4576383222
8.0538476273 1.3792366129
8.0788999261 1.2831417505
8.1039522249 1.1737228599
8.1290045237 1.0556677907
8.1540568225 0.9336622420
8.1791091213 0.8121018688
8.2041614202 0.6948625219
8.2292137190 0.5851449379
8.2542660178 0.4854002837
8.2793183166 0.3973334384
8.3043706154 0.3219729231
8.3294229143 0.2597907447
8.3544752131 0.2108523781
8.3795275119 0.1749765340
8.4045798107 0.1518858161
8.4296321095 0.1413322741
8.4546844083 0.1431856532
8.4797367072 0.1574763712
8.5047890060 0.1843896567
8.5298413048 0.2242117314
8.5548936036 0.2772333657
8.5799459024 0.3436205257
8.6049982012 0.4232659807
8.6300505001 0.5156393054
8.6551027989 0.6196551759
8.6801550977 0.7335805964
8.7052073965 0.8550001285
8.7302596953 0.9808539121
8.7553119942 1.1075562462
8.7803642930 1.2311931744
8.8054165918 1.3477868408
8.8304688906 1.4536037572
8.8555211894 1.5454751827
8.8805734882 1.6210922169
8.9056257871 1.6792372432
8.9306780859 1.7199177643
8.9557303847 1.7443783306
8.9807826835 1.7549802295
9.0058349823 1.7549551355
9.0308872811 1.7480557386
9.0559395800 1.7381410082
9.0809918788 1.7287439505
9.1060441776 1.7226737980
9.1310964764 1.7217017139
9.1561487752 1.7263695067
9.1812010741 1.7359457265
9.2062533729 1.7485348976
9.2313056717 1.7613260963
9.2563579705 1.7709493306
9.2814102693 1.7738946860
9.3064625681 1.7669418157
9.3315148670 1.7475470251
9.3565671658 1.7141418626
9.3816194646 1.6663096983
9.4066717634 1.6048233621
9.4317240622 1.5315450876
9.4567763610 1.4492072289
9.4818286599 1.3611061492
9.5068809587 1.2707506147
9.5319332575 1.1815090388
9.5569855563 1.0962969948
9.5820378551 1.0173383757
9.6070901540 0.9460219022
9.6321424528 0.8828612223
9.6571947516 0.8275535465
9.6822470504 0.7791203610
9.7072993492 0.7361055526
9.7323516480 0.6968020098
9.7574039469 0.6594775696
9.7824562457 0.6225746291
9.8075085445 0.5848639822
9.8325608433 0.5455413436
9.8576131421 0.5042633644
9.8826654409 0.4611275969
9.9077177398 0.4166069407
9.9327700386 0.3714530150
9.9578223374 0.3265844605
9.9828746362 0.2829755240
10.0079269350 0.2415578385
10.0329792339 0.2031447014
10.0580315327 0.1683830266
10.0830838315 0.1377341400
10.1081361303 0.1114811660
10.1331884291 0.0897582290
10.1582407279 0.0725951508
10.1832930268 0.0599706965
10.2083453256 0.0518675128
10.2333976244 0.0483224704
10.2584499232 0.0494669429
10.2835022220 0.0555524755
10.3085545208 0.0669582472
10.3336068197 0.0841777615
10.3586591185 0.1077834086
10.3837114173 0.1383690548
10.4087637161 0.1764727253
10.4338160149 0.2224837377
10.4588683138 0.2765411689
10.4839206126 0.3384330073
10.5089729114 0.4075073136
10.5340252102 0.4826077254
10.5590775090 0.5620452210
10.5841298078 0.6436159191
10.6091821067 0.7246707661
10.6342344055 0.8022375249
10.6592867043 0.8731891060
10.6843390031 0.9344458413
10.7093913019 0.9831937911
10.7344436007 1.0170975592
10.7594958996 1.0344851234
10.7845481984 1.0344842124
10.8096004972 1.0170946675
10.8346527960 0.9831883772
10.8597050948 0.9344367716
10.8847573937 0.8731742487
10.9098096925 0.8022130578
10.9348619913 0.7246300503
10.9599142901 0.6435477228
10.9849665889 0.5619309841
11.0100188877 0.4824174443
11.0350711866 0.4071934946
11.0601234854 0.3379219957
11.0851757842 0.2757210317
11.1102280830 0.2211877808
11.1352803818 0.1744577118
11.1603326806 0.1352872967
11.1853849795 0.1031482059
11.2104372783 0.0773221944
11.2354895771 0.0569881490
11.2605418759 0.0412955243
11.2855941747 0.0294211705
11.3106464736 0.0206089957
11.3356987724 0.0141937670
11.3607510712 0.0096115679
11.3858033700 0.0064000118
11.4108556688 0.0041913783
11.4359079676 0.0027015428
11.4609602665 0.0017170516
11.4860125653 0.0010821092
11.5110648641 0.0006866722
11.5361171629 0.0004563647
11.5611694617 0.0003445641
11.5862217605 0.0003267588
11.6112740594 0.0003971329
11.6363263582 0.0005672606
11.6613786570 0.0008667610
11.6864309558 0.0013457388
11.7114832546 0.0020787944
11.7365355535 0.0031702933
11.7615878523 0.0047604375
11.7866401511 0.0070314698
11.8116924499 0.0102130803
11.8367447487 0.0145858071
11.8617970475 0.0204809771
11.8868493464 0.0282755896
11.9119016452 0.0383805767
11.9369539440 0.0512211683
11.9620062428 0.0672086839
11.9870585416 0.0867040038
12.0121108405 0.1099741827
12.0371631393 0.1371450575
12.0622154381 0.1681540833
12.0872677369 0.2027087704
12.1123200357 0.2402567347
12.1373723345 0.2799732841
12.1624246334 0.3207714769
12.1874769322 0.3613376979
12.2125292310 0.4001931155
12.2375815298 0.4357782204
12.2626338286 0.4665544382
12.2876861274 0.4911140432
12.3127384263 0.5082877956
12.3377907251 0.5172392322
12.3628430239 0.5175355645
12.3878953227 0.5091876129
12.4129476215 0.4926548196
12.4379999204 0.4688156221
12.4630522192 0.4389077017
12.4881045180 0.4044461850
12.5131568168 0.3671302498
12.5382091156 0.3287493929
12.5632614144 0.2910997785
12.5883137133 0.2559187334
12.6133660121 0.2248419809
12.6384183109 0.1993841189
12.6634706097 0.1809387549
12.6885229085 0.1707911874
12.7135752073 0.1701340730
12.7386275062 0.1800755136
12.7636798050 0.2016296350
12.7887321038 0.2356820479
12.8137844026 0.2829263984
12.8388367014 0.3437731784
12.8638890003 0.4182375212
12.8889412991 0.5058181408
12.9139935979 0.6053840874
12.9390458967 0.7150887482
12.9640981955 0.8323308337
12.9891504943 0.9537794935
13.0142027932 1.0754751396
13.0392550920 1.1930094220
13.0643073908 1.3017779870
13.0893596896 1.3972894284
13.1144119884 1.4755047235
13.1394642872 1.5331748893
13.1645165861 1.5681417850
13.1895688849 1.5795685503
13.2146211837 1.5680720807
13.2396734825 1.5357394590
13.2647257813 1.4860220994
13.2897780802 1.4235138863
13.3148303790 1.3536311530
13.3398826778 1.2822215555
13.3649349766 1.2151348469
13.3899872754 1.1577909179
13.4150395742 1.1147794471
13.4400918731 1.0895217143
13.4651441719 1.0840193352
13.4901964707 1.0987076642
13.5152487695 1.1324239479
13.5403010683 1.1824923908
13.5653533671 1.2449203287
13.5904056660 1.3146918645
13.6154579648 1.3861378945
13.6405102636 1.4533549060
13.6655625624 1.5106399439
13.6906148612 1.5529065158
13.7156671601 1.5760466647
13.7407194589 1.5772084242
13.7657717577 1.5549653716
13.7908240565 1.5093654043
13.8158763553 1.4418580437
13.8409286541 1.3551119786
13.8659809530 1.2527455310
13.8910332518 1.1390007525
13.9160855506 1.0183958988
13.9411378494 0.8953906724
13.9661901482 0.7740941572
13.9912424470 0.6580377109
14.0162947459 0.5500255584
14.0413470447 0.4520659423
14.0663993435 0.3653768120
14.0914516423 0.2904532252
14.1165039411 0.2271794887
14.1415562400 0.1749676630
14.1666085388 0.1329050749
14.1916608376 0.0998962858
14.2167131364 0.0747887688
14.2417654352 0.0564756202
14.2668177340 0.0439723236
14.2918700329 0.0364675171
14.3169223317 0.0333496889
14.3419746305 0.0342127986
14.3670269293 0.0388441704
14.3920792281 0.0471979265
14.4171315269 0.0593570243
14.4421838258 0.0754868856
14.4672361246 0.0957838325
14.4922884234 0.1204221033
14.5173407222 0.1495040274
14.5423930210 0.1830187692
14.5674453199 0.2208155995
14.5924976187 0.2625975958
14.6175499175 0.3079406930
14.6426022163 0.3563409319
14.6676545151 0.4072895540
14.6927068139 0.4603714920
14.7177591128 0.5153782350
14.7428114116 0.5724216564
14.7678637104 0.6320319415
14.7929160092 0.6952210294
14.8179683080 0.7634936336
14.8430206068 0.8387913378
14.8680729057 0.9233614880
14.8931252045 1.0195512106
14.9181775033 1.1295370185
14.9432298021 1.2550108863
14.9682821009 1.3968529245
14.9933343998 1.5548273611
15.0183866986 1.7273411328
15.0434389974 1.9113021208
15.0684912962 2.1021066530
15.0935435950 2.2937737843
15.1185958938 2.4792282518
15.1436481927 2.6507166934
15.1687004915 2.8003249640
15.1937527903 2.9205505103
15.2188050891 3.0048748545
15.2438573879 3.0482787760
15.2689096867 3.0476473558
15.2939619856 3.0020232678
15.3190142844 2.9126831526
15.3440665832 2.7830314184
15.3691188820 2.6183257317
15.3941711808 2.4252661196
15.4192234797 2.2114927259
15.4442757785 1.9850443063
15.4693280773 1.7538299404
15.4943803761 1.5251605973
15.5194326749 1.3053764076
15.5444849737 1.0995916528
15.5695372726 0.9115647073
15.5945895714 0.7436864831
15.6196418702 0.5970699381
15.6446941690 0.4717159104
15.6697464678 0.3667272775
15.6947987666 0.2805439056
15.7198510655 0.2111743162
15.7449033643 0.1564054168
15.7699556631 0.1139779423
15.7950079619 0.0817214668
15.8200602607 0.0576482212
15.8451125596 0.0400090569
15.8701648584 0.0273175496
15.8952171572 0.0183495216
15.9202694560 0.0121254003
15.9453217548 0.0078821507
15.9703740536 0.0050403409
15.9954263525 0.0031705245
16.0204786513 0.0019617700
