Energy(eV)   DOS
0.5131056831 1.3592338723
0.5381579820 1.2586537808
0.5632102808 1.1460901653
0.5882625796 1.0261547977
0.6133148784 0.9033910995
0.6383671772 0.7819867729
0.6634194760 0.6655482783
0.6884717749 0.5569508044
0.7135240737 0.4582675427
0.7385763725 0.3707731287
0.7636286713 0.2950091581
0.7886809701 0.2308953605
0.8137332689 0.1778684729
0.8387855678 0.1350317780
0.8638378666 0.1013010466
0.8888901654 0.0755364584
0.9139424642 0.0566541828
0.9389947630 0.0437149975
0.9640470619 0.0359901487
0.9890993607 0.0330063481
1.0141516595 0.0345723505
1.0392039583 0.0407891235
1.0642562571 0.0520445104
1.0893085559 0.0689919016
1.1143608548 0.0925111879
1.1394131536 0.1236495879
1.1644654524 0.1635401535
1.1895177512 0.2132970884
1.2145700500 0.2738894901
1.2396223488 0.3459985855
1.2646746477 0.4298675603
1.2897269465 0.5251570635
1.3147792453 0.6308226384
1.3398315441 0.7450318871
1.3648838429 0.8651384259
1.3899361418 0.9877262249
1.4149884406 1.1087317450
1.4400407394 1.2236428863
1.4650930382 1.3277641280
1.4901453370 1.4165277304
1.5151976358 1.4858230156
1.5402499347 1.5323109552
1.5653022335 1.5536906228
1.5903545323 1.5488879103
1.6154068311 1.5181449533
1.6404591299 1.4629998927
1.6655114287 1.3861593276
1.6905637276 1.2912781806
1.7156160264 1.1826718977
1.7406683252 1.0649924955
1.7657206240 0.9429021513
1.7907729228 0.8207757631
1.8158252217 0.7024578338
1.8408775205 0.5910903769
1.8659298193 0.4890187817
1.8909821181 0.3977732063
1.9160344169 0.3181153438
1.9410867157 0.2501351277
1.9661390146 0.1933794428
1.9911913134 0.1469950203
2.0162436122 0.1098699275
2.0412959110 0.0807616644
2.0663482098 0.0584041120
2.0914005086 0.0415897181
2.1164528075 0.0292268730
2.1415051063 0.0203750811
2.1665574051 0.0142622000
2.1916097039 0.0102887277
2.2166620027 0.0080240428
2.2417143016 0.0071988451
2.2667666004 0.0076969992
2.2918188992 0.0095487459
2.3168711980 0.0129259299
2.3419234968 0.0181386201
2.3669757956 0.0256313473
2.3920280945 0.0359762401
2.4170803933 0.0498597010
2.4421326921 0.0680590527
2.4671849909 0.0914059026
2.4922372897 0.1207339409
2.5172895886 0.1568105268
2.5423418874 0.2002536963
2.5673941862 0.2514389540
2.5924464850 0.3104030848
2.6174987838 0.3767547986
2.6425510826 0.4496037982
2.6676033815 0.5275203333
2.6926556803 0.6085360940
2.7177079791 0.6901942325
2.7427602779 0.7696515162
2.7678125767 0.8438295746
2.7928648755 0.9096056755
2.8179171744 0.9640274147
2.8429694732 1.0045311548
2.8680217720 1.0291418516
2.8930740708 1.0366326226
2.9181263696 1.0266261131
2.9431786685 0.9996260021
2.9682309673 0.9569749834
2.9932832661 0.9007441042
3.0183355649 0.8335661576
3.0433878637 0.7584317807
3.0684401625 0.6784701960
3.0934924614 0.5967368110
3.1185447602 0.5160273095
3.1435970590 0.4387330449
3.1686493578 0.3667463574
3.1937016566 0.3014179241
3.2187539554 0.2435623428
3.2438062543 0.1935035843
3.2688585531 0.1511491426
3.2939108519 0.1160807391
3.3189631507 0.0876501057
3.3440154495 0.0650702577
3.3690677484 0.0474952755
3.3941200472 0.0340844350
3.4191723460 0.0240491422
3.4442246448 0.0166832587
3.4692769436 0.0113788921
3.4943292424 0.0076305682
3.5193815413 0.0050309683
3.5444338401 0.0032612499
3.5694861389 0.0020785209
3.5945384377 0.0013024543
3.6195907365 0.0008024323
3.6446430353 0.0004860625
3.6696953342 0.0002894767
3.6947476330 0.0001695013
3.7197999318 0.0000975821
3.7448522306 0.0000552338
3.7699045294 0.0000307382
3.7949568283 0.0000168186
3.8200091271 0.0000090477
3.8450614259 0.0000047856
3.8701137247 0.0000024889
3.8951660235 0.0000012731
3.9202183223 0.0000006413
3.9452706212 0.0000003201
3.9703229200 0.0000001626
3.9953752188 0.0000000934
4.0204275176 0.0000000783
4.0454798164 0.0000001100
4.0705321152 0.0000002059
4.0955844141 0.0000004159
4.1206367129 0.0000008439
4.1456890117 0.0000016919
4.1707413105 0.0000033387
4.1957936093 0.0000064790
4.2208459082 0.0000123631
4.2458982070 0.0000231953
4.2709505058 0.0000427890
4.2960028046 0.0000776105
4.3210551034 0.0001384090
4.3461074022 0.0002426972
4.3711597011 0.0004184291
4.3962119999 0.0007093096
4.4212642987 0.0011822434
4.4463165975 0.0019374713
4.4713688963 0.0031219163
4.4964211951 0.0049461246
4.5214734940 0.0077048985
4.5465257928 0.0118012255
4.5715780916 0.0177723908
4.5966303904 0.0263162139
4.6216826892 0.0383142227
4.6467349881 0.0548473859
4.6717872869 0.0771989513
4.6968395857 0.1068382268
4.7218918845 0.1453791064
4.7469441833 0.1945080692
4.7719964821 0.2558785059
4.7970487810 0.3309716512
4.8221010798 0.4209289988
4.8471533786 0.5263664594
4.8722056774 0.6471860287
4.8972579762 0.7824054652
4.9223102750 0.9300294195
4.9473625739 1.0869856729
4.9724148727 1.2491469359
4.9974671715 1.4114518271
5.0225194703 1.5681285841
5.0475717691 1.7130128129
5.0726240680 1.8399377559
5.0976763668 1.9431641129
5.1227286656 2.0178083289
5.1477809644 2.0602250689
5.1728332632 2.0683022288
5.1978855620 2.0416352464
5.2229378609 1.9815606851
5.2479901597 1.8910452084
5.2730424585 1.7744427858
5.2980947573 1.6371477910
5.3231470561 1.4851824499
5.3481993549 1.3247624374
5.3732516538 1.1618838465
5.3983039526 1.0019687303
5.4233562514 0.8495962785
5.4484085502 0.7083342540
5.4734608490 0.5806725884
5.4985131479 0.4680498064
5.5235654467 0.3709545505
5.5486177455 0.2890796001
5.5736700443 0.2215044805
5.5987223431 0.1668845490
5.6237746419 0.1236284716
5.6488269408 0.0900512691
5.6738792396 0.0644956389
5.6989315384 0.0454192794
5.7239838372 0.0314499320
5.7490361360 0.0214125784
5.7740884348 0.0143346873
5.7991407337 0.0094357789
5.8241930325 0.0061071420
5.8492453313 0.0038866026
5.8742976301 0.0024320782
5.8993499289 0.0014964820
5.9244022278 0.0009055038
5.9494545266 0.0005389700
5.9745068254 0.0003158937
5.9995591242 0.0001829528
6.0246114230 0.0001059339
6.0496637218 0.0000636207
6.0747160207 0.0000436253
6.0997683195 0.0000397448
6.1248206183 0.0000505254
6.1498729171 0.0000788359
6.1749252159 0.0001323631
6.1999775147 0.0002250486
6.2250298136 0.0003795791
6.2500821124 0.0006311173
6.2751344112 0.0010325012
6.3001867100 0.0016611418
6.3252390088 0.0026277813
6.3502913077 0.0040871246
6.3753436065 0.0062500971
6.4003959053 0.0093971069
6.4254482041 0.0138911940
6.4505005029 0.0201893740
6.4755528017 0.0288498760
6.5006051006 0.0405324499
6.5256573994 0.0559885942
6.5507096982 0.0760385934
6.5757619970 0.1015328062
6.6008142958 0.1332958127
6.6258665946 0.1720538628
6.6509188935 0.2183484688
6.6759711923 0.2724417597
6.7010234911 0.3342219787
6.7260757899 0.4031198079
6.7511280887 0.4780475255
6.7761803876 0.5573728564
6.8012326864 0.6389374760
6.8262849852 0.7201263754
6.8513372840 0.7979889702
6.8763895828 0.8694065060
6.9014418816 0.9312938421
6.9264941805 0.9808180898
6.9515464793 1.0156128205
6.9765987781 1.0339654086
7.0016510769 1.0349569224
7.0267033757 1.0185387279
7.0517556745 0.9855370294
7.0768079734 0.9375849469
7.1018602722 0.8769901847
7.1269125710 0.8065536411
7.1519648698 0.7293593986
7.1770171686 0.6485587829
7.2020694675 0.5671704102
7.2271217663 0.4879146910
7.2521740651 0.4130958194
7.2772263639 0.3445378011
7.3022786627 0.2835745292
7.3273309615 0.2310881546
7.3523832604 0.1875856060
7.3774355592 0.1533003690
7.4024878580 0.1283055200
7.4275401568 0.1126242922
7.4525924556 0.1063257777
7.4776447545 0.1095953937
7.5026970533 0.1227721923
7.5277493521 0.1463478362
7.5528016509 0.1809250667
7.5778539497 0.2271368132
7.6029062485 0.2855307470
7.6279585474 0.3564280008
7.6530108462 0.4397687090
7.6780631450 0.5349605192
7.7031154438 0.6407486925
7.7281677426 0.7551271708
7.7532200414 0.8753084676
7.7782723403 0.9977660904
7.8033246391 1.1183564872
7.8283769379 1.2325187492
7.8534292367 1.3355405011
7.8784815355 1.4228689252
7.9035338344 1.4904382040
7.9285861332 1.5349802052
7.9536384320 1.5542849527
7.9786907308 1.5473816854
8.0037430296 1.5146196927
8.0287953284 1.4576395502
8.0538476273 1.3792381955
8.0788999261 1.2831436144
8.1039522249 1.1737249232
8.1290045237 1.0556699691
8.1540568225 0.9336644546
8.1791091213 0.8121040427
8.2041614202 0.6948645964
8.2292137190 0.5851468666
8.2542660178 0.4854020359
8.2793183166 0.3973349988
8.3043706154 0.3219742907
8.3294229143 0.2597919310
8.3544752131 0.2108534049
8.3795275119 0.1749774308
8.4045798107 0.1518866180
8.4296321095 0.1413330197
8.4546844083 0.1431863825
8.4797367072 0.1574771238
8.5047890060 0.1843904703
8.5298413048 0.2242126404
8.5548936036 0.2772343996
8.5799459024 0.3436217075
8.6049982012 0.4232673261
8.6300505001 0.5156408221
8.6551027989 0.6196568632
8.6801550977 0.7335824463
8.7052073965 0.8550021276
8.7302596953 0.9808560439
8.7553119942 1.1075584960
8.7803642930 1.2311955334
8.8054165918 1.3477893119
8.8304688906 1.4536063593
8.8555211894 1.5454779551
8.8805734882 1.6210952204
8.9056257871 1.6792405591
8.9306780859 1.7199214900
8.9557303847 1.7443825712
8.9807826835 1.7549850860
9.0058349823 1.7549606907
9.0308872811 1.7480620410
9.0559395800 1.7381480568
9.0809918788 1.7287516818
9.1060441776 1.7226820768
9.1310964764 1.7217103310
9.1561487752 1.7263781832
9.1812010741 1.7359541264
9.2062533729 1.7485426471
9.2313056717 1.7613328091
9.2563579705 1.7709546366
9.2814102693 1.7738982606
9.3064625681 1.7669434065
9.3315148670 1.7475464734
9.3565671658 1.7141391171
9.3816194646 1.6663048195
9.4066717634 1.6048165175
9.4317240622 1.5315365381
9.4567763610 1.4491973084
9.4818286599 1.3610952392
9.5068809587 1.2707391178
9.5319332575 1.1814973526
9.5569855563 1.0962854889
9.5820378551 1.0173273738
9.6070901540 0.9460116697
9.6321424528 0.8828519597
9.6571947516 0.8275453883
9.6822470504 0.7791133790
9.7072993492 0.7360997625
9.7323516480 0.6967973797
9.7574039469 0.6594740299
9.7824562457 0.6225720820
9.8075085445 0.5848623108
9.8325608433 0.5455404206
9.8576131421 0.5042630589
9.8826654409 0.4611277806
9.9077177398 0.4166074927
9.9327700386 0.3714538252
9.9578223374 0.3265854324
9.9828746362 0.2829765761
10.0079269350 0.2415589051
10.0329792339 0.2031457320
10.0580315327 0.1683839853
10.0830838315 0.1377350039
10.1081361303 0.1114819232
10.1331884291 0.0897588767
10.1582407279 0.0725956930
10.1832930268 0.0599711423
10.2083453256 0.0518678745
10.2333976244 0.0483227617
10.2584499232 0.0494671782
10.2835022220 0.0555526688
10.3085545208 0.0669584116
10.3336068197 0.0841779087
10.3586591185 0.1077835488
10.3837114173 0.1383691965
10.4087637161 0.1764728753
10.4338160149 0.2224839008
10.4588683138 0.2765413482
10.4839206126 0.3384332037
10.5089729114 0.4075075261
10.5340252102 0.4826079510
10.5590775090 0.5620454549
10.5841298078 0.6436161547
10.6091821067 0.7246709955
10.6342344055 0.8022377396
10.6592867043 0.8731892970
10.6843390031 0.9344460003
10.7093913019 0.9831939105
10.7344436007 1.0170976334
10.7594958996 1.0344851485
10.7845481984 1.0344841873
10.8096004972 1.0170945934
10.8346527960 0.9831882578
10.8597050948 0.9344366128
10.8847573937 0.8731740578
10.9098096925 0.8022128435
10.9348619913 0.7246298215
10.9599142901 0.6435474884
10.9849665889 0.5619307521
11.0100188877 0.4824172217
11.0350711866 0.4071932870
11.0601234854 0.3379218070
11.0851757842 0.2757208642
11.1102280830 0.2211876358
11.1352803818 0.1744575889
11.1603326806 0.1352871948
11.1853849795 0.1031481233
11.2104372783 0.0773221286
11.2354895771 0.0569880978
11.2605418759 0.0412954852
11.2855941747 0.0294211412
11.3106464736 0.0206089741
11.3356987724 0.0141937513
11.3607510712 0.0096115566
11.3858033700 0.0064000035
11.4108556688 0.0041913719
11.4359079676 0.0027015370
11.4609602665 0.0017170452
11.4860125653 0.0010821005
11.5110648641 0.0006866589
11.5361171629 0.0004563431
11.5611694617 0.0003445286
11.5862217605 0.0003267010
11.6112740594 0.0003970401
11.6363263582 0.0005671141
11.6613786570 0.0008665337
11.6864309558 0.0013453925
11.7114832546 0.0020782764
11.7365355535 0.0031695325
11.7615878523 0.0047593409
11.7866401511 0.0070299186
11.8116924499 0.0102109270
11.8367447487 0.0145828747
11.8617970475 0.0204770601
11.8868493464 0.0282704588
11.9119016452 0.0383739881
11.9369539440 0.0512128771
11.9620062428 0.0671984631
11.9870585416 0.0866916676
12.0121108405 0.1099596127
12.0371631393 0.1371282311
12.0622154381 0.1681350996
12.0872677369 0.2026878712
12.1123200357 0.2402343178
12.1373723345 0.2799499040
12.1624246334 0.3207478319
12.1874769322 0.3613146023
12.2125292310 0.4001714566
12.2375815298 0.4357589046
12.2626338286 0.4665383288
12.2876861274 0.4911018969
12.3127384263 0.5082802039
12.3377907251 0.5172365735
12.3628430239 0.5175379730
12.3878953227 0.5091949672
12.4129476215 0.4926667529
12.4379999204 0.4688315530
12.4630522192 0.4389268805
12.4881045180 0.4044677527
12.5131568168 0.3671533014
12.5382091156 0.3287730396
12.5632614144 0.2911232026
12.5883137133 0.2559412316
12.6133660121 0.2248629932
12.6384183109 0.1994032424
12.6634706097 0.1809557433
12.6885229085 0.1708059385
12.7135752073 0.1701466083
12.7386275062 0.1800859516
12.7636798050 0.2016381632
12.7887321038 0.2356888962
12.8137844026 0.2829318147
12.8388367014 0.3437774095
12.8638890003 0.4182407979
12.8889412991 0.5058206689
12.9139935979 0.6053860419
12.9390458967 0.7150902721
12.9640981955 0.8323320391
12.9891504943 0.9537804648
13.0142027932 1.0754759378
13.0392550920 1.1930100900
13.0643073908 1.3017785547
13.0893596896 1.3972899182
13.1144119884 1.4755051546
13.1394642872 1.5331752826
13.1645165861 1.5681421659
13.1895688849 1.5795689520
13.2146211837 1.5680725454
13.2396734825 1.5357400386
13.2647257813 1.4860228548
13.2897780802 1.4235148851
13.3148303790 1.3536324663
13.3398826778 1.2822232527
13.3649349766 1.2151369904
13.3899872754 1.1577935558
13.4150395742 1.1147826069
13.4400918731 1.0895253957
13.4651441719 1.0840235048
13.4901964707 1.0987122519
13.5152487695 1.1324288455
13.5403010683 1.1824974542
13.5653533671 1.2449253831
13.5904056660 1.3146967133
13.6154579648 1.3861423307
13.6405102636 1.4533587265
13.6655625624 1.5106429634
13.6906148612 1.5529085816
13.7156671601 1.5760476682
13.7407194589 1.5772083095
13.7657717577 1.5549641404
13.7908240565 1.5093631151
13.8158763553 1.4418548068
13.8409286541 1.3551079470
13.8659809530 1.2527408880
13.8910332518 1.1389956977
13.9160855506 1.0183906338
13.9411378494 0.8953853877
13.9661901482 0.7740890214
13.9912424470 0.6580328625
14.0162947459 0.5500211017
14.0413470447 0.4520619458
14.0663993435 0.3653733100
14.0914516423 0.2904502217
14.1165039411 0.2271769626
14.1415562400 0.1749655734
14.1666085388 0.1329033671
14.1916608376 0.0998948961
14.2167131364 0.0747876285
14.2417654352 0.0564746585
14.2668177340 0.0439714692
14.2918700329 0.0364666988
14.3169223317 0.0333488355
14.3419746305 0.0342118382
14.3670269293 0.0388430289
14.3920792281 0.0471965252
14.4171315269 0.0593552763
14.4421838258 0.0754846898
14.4672361246 0.0957810635
14.4922884234 0.1204185950
14.5173407222 0.1494995477
14.5423930210 0.1830129806
14.5674453199 0.2208080028
14.5924976187 0.2625874514
14.6175499175 0.3079269161
14.6426022163 0.3563219594
14.6676545151 0.4072631828
14.6927068139 0.4603346949
14.7177591128 0.5153269639
14.7428114116 0.5723506521
14.7678637104 0.6319345781
14.7929160092 0.6950892277
14.8179683080 0.7633178872
14.8430206068 0.8385608964
14.8680729057 0.9230647409
14.8931252045 1.0191763018
14.9181775033 1.1290727063
14.9432298021 1.2544476292
14.9682821009 1.3961841420
14.9933343998 1.5540507764
15.0183866986 1.7264600670
15.0434389974 1.9103265818
15.0684912962 2.1010540476
15.0935435950 2.2926690949
15.1185958938 2.4781035513
15.1436481927 2.6496099366
15.1687004915 2.7992780719
15.1937527903 2.9196068543
15.2188050891 3.0040763372
15.2438573879 3.0476627747
15.2689096867 3.0472438365
15.2939619856 3.0018523779
15.3190142844 2.9127535623
15.3440665832 2.7833395998
15.3691188820 2.6188562592
15.3941711808 2.4259929560
15.4192234797 2.2123813448
15.4442757785 1.9860544107
15.4693280773 1.7549184793
15.4943803761 1.5262847686
15.5194326749 1.3064963607
15.5444849737 1.1006726641
15.5695372726 0.9125786849
15.5945895714 0.7446127479
15.6196418702 0.5978953135
15.6446941690 0.4724342235
15.6697464678 0.3673384185
15.6947987666 0.2810526137
15.7198510655 0.2115888560
15.7449033643 0.1567362862
15.7699556631 0.1142367187
15.7950079619 0.0819198595
15.8200602607 0.0577973603
15.8451125596 0.0401190169
15.8701648584 0.0273970837
15.8952171572 0.0184059672
15.9202694560 0.0121647137
15.9453217548 0.0079090257
15.9703740536 0.0050583758
15.9954263525 0.0031824063
16.0204786513 0.0019694561
